学校名称,学校标识码,主管部门,所在省份,所在城市,办学层次,学校性质
商丘职业技术学院,4141012745.0,河南省,河南省,商丘市,专科,公办
平顶山工业职业技术学院,4141012748.0,河南省,河南省,平顶山市,专科,公办
周口职业技术学院,4141012750.0,河南省,河南省,周口市,专科,公办
济源职业技术学院,4141012768.0,河南省,河南省,济源市,专科,公办
河南司法警官职业学院,4141012781.0,河南省,河南省,郑州市,专科,公办
鹤壁职业技术学院,4141012793.0,河南省,河南省,鹤壁市,专科,公办
河南工业职业技术学院,4141012794.0,河南省,河南省,南阳市,专科,公办
郑州澍青医学高等专科学校,4141012948.0,河南省教育厅,河南省,郑州市,专科,民办
焦作师范高等专科学校,4141012950.0,河南省,河南省,焦作市,专科,公办
河南检察职业学院,4141013499.0,河南省,河南省,郑州市,专科,公办
河南质量工程职业学院,4141013564.0,河南省,河南省,平顶山市,专科,公办
郑州信息科技职业学院,4141013565.0,河南省,河南省,郑州市,专科,公办
漯河医学高等专科学校,4141013780.0,河南省,河南省,漯河市,专科,公办
南阳医学高等专科学校,4141013781.0,河南省,河南省,南阳市,专科,公办
商丘医学高等专科学校,4141013782.0,河南省,河南省,商丘市,专科,公办
郑州电子信息职业技术学院,4141013783.0,河南省教育厅,河南省,郑州市,专科,民办
信阳职业技术学院,4141013784.0,河南省,河南省,信阳市,专科,公办
嵩山少林武术职业学院,4141013785.0,河南省教育厅,河南省,郑州市,专科,民办
郑州工业安全职业学院,4141013786.0,河南省,河南省,郑州市,专科,公办
永城职业学院,4141013787.0,河南省,河南省,商丘市,专科,公办
